relative_time,usage_percent,used_mb,root_dir
7.152557373046875e-07,37.4,1195.86328125,
0.10125899314880371,37.4,1195.8515625,
0.20197129249572754,37.4,1195.84453125,
0.303302526473999,37.4,1195.83515625,
0.40426158905029297,37.4,1195.82578125,
0.5057532787322998,37.4,1195.81640625,
0.6070759296417236,37.4,1195.81640625,
0.7083683013916016,37.4,1195.81640625,
0.8089859485626221,37.4,1195.81640625,
0.9101760387420654,37.4,1195.81640625,
1.0106101036071777,37.4,1195.81640625,
1.1118323802947998,37.4,1195.81640625,
1.21268892288208,37.4,1195.81640625,
1.3142716884613037,37.4,1195.81640625,
1.4150547981262207,37.4,1195.81640625,
1.5161960124969482,37.4,1195.81640625,
1.6171820163726807,37.4,1195.81640625,
1.7182221412658691,37.4,1195.81640625,
1.819324016571045,37.4,1195.81640625,
1.9203033447265625,37.4,1195.81640625,
2.0213046073913574,37.4,1195.81640625,
2.1223506927490234,37.4,1195.81640625,
2.2234294414520264,37.4,1195.81640625,
2.3243613243103027,37.4,1195.81640625,
2.424997091293335,37.4,1195.81640625,
2.525801420211792,37.4,1195.81640625,
2.6270036697387695,37.4,1195.81640625,
2.728172540664673,37.4,1195.81640625,
2.829256057739258,37.4,1195.81640625,
2.930309534072876,37.4,1195.81640625,
3.0314793586730957,37.4,1195.81640625,
3.1325786113739014,37.4,1195.81640625,
3.233708381652832,37.4,1195.81640625,
3.3347320556640625,37.4,1195.81640625,
3.4357717037200928,37.4,1195.81640625,
3.5368502140045166,37.4,1195.81640625,
3.638038158416748,37.4,1195.81640625,
3.7391464710235596,37.4,1195.81640625,
3.839947462081909,37.4,1195.81640625,
3.9411888122558594,37.4,1195.81640625,
4.042225360870361,37.4,1195.81640625,
4.143478870391846,37.4,1195.81640625,
4.2447404861450195,37.4,1195.81640625,
4.345885276794434,37.4,1195.81640625,
4.446988344192505,37.4,1195.81640625,
4.547569751739502,37.4,1195.81640625,
4.648338556289673,37.4,1195.81640625,
4.7498579025268555,37.4,1195.81640625,
4.8512303829193115,37.4,1195.81640625,
4.952391147613525,37.4,1195.81640625,
5.052961587905884,37.4,1195.81640625,
5.1540892124176025,37.4,1195.81640625,
5.2547736167907715,37.4,1195.81640625,
5.355276823043823,37.4,1195.81640625,
5.455909967422485,37.4,1195.81640625,
5.556788206100464,37.4,1195.81640625,
5.657450199127197,37.4,1195.81640625,
5.7587573528289795,37.4,1195.81640625,
5.860059976577759,37.4,1195.81640625,
5.96083664894104,37.4,1195.81640625,
6.062040090560913,37.4,1195.81640625,
6.162919759750366,37.4,1195.81640625,
6.263673782348633,37.4,1195.81640625,
6.364797353744507,37.4,1195.81640625,
6.4660351276397705,37.4,1195.81640625,
6.566583633422852,37.4,1195.81640625,
6.667318820953369,37.4,1195.81640625,
6.76790976524353,37.4,1195.81640625,
6.868511199951172,37.4,1195.81640625,
6.969227075576782,37.4,1195.81640625,
